DBA Name,Max Advertised Downstream Speed (mbps),Max Advertised Upstream Speed (mbps),state,Region,CountServiceAvailablebyRegionAndCompany
Wave,15,1.2,Oregon,northwest,17
Wave,18,1.2,Oregon,northwest,2
Wave,30,1.3,Oregon,northwest,2
Wave,50,10,Oregon,northwest,13
Wave,55,10,Oregon,northwest,32
Wave,80,15,Oregon,northwest,1
Wave,100,5,Oregon,northwest,116
Wave,100,100,Oregon,northwest,16
Wave,110,10,Oregon,northwest,54
Wave,250,20,Oregon,northwest,104
Wave,500,20,Oregon,northwest,15
Wave,1000,10,Oregon,northwest,94
Webformix,40,10,Oregon,east,31
Webformix,40,10,Oregon,southwest,19
Whiz to Coho Inc,20,20,Oregon,northwest,32
Wtechlink,30,30,Oregon,east,8
Wtechlink,800,800,Oregon,east,6
XS Media,5,3,Oregon,northwest,13
XS Media,10,2,Oregon,northwest,6
XS Media,10,3,Oregon,northwest,20
XS Media,15,3,Oregon,northwest,14
XS Media,20,5,Oregon,northwest,2
XS Media,25,5,Oregon,northwest,19
XS Media,30,5,Oregon,northwest,32
XS Media,30,15,Oregon,northwest,1
XS Media,50,5,Oregon,northwest,1
XS Media,250,150,Oregon,northwest,1
XS Media,250,250,Oregon,northwest,1
XS Media,1000,1000,Oregon,northwest,4
