DBA Name,Technology Code,Max Advertised Downstream Speed (mbps),Max Advertised Upstream Speed (mbps),CountyFips,county_name,state,Region,Latitude,Longitude,Consumer,NumberBlocksServiceAvailable
"Alyrica Networks, Inc.",70,40,5,41039001002,Lane,Oregon,northwest,43.9960571,-123.2180021,1,13
"Alyrica Networks, Inc.",70,40,5,41039002101,Lane,Oregon,northwest,44.0869786,-123.0302245,1,3
"Alyrica Networks, Inc.",70,40,5,41039002201,Lane,Oregon,northwest,44.1086647,-123.0932894,1,59
"Alyrica Networks, Inc.",70,40,5,41039002202,Lane,Oregon,northwest,44.102439,-123.0639744,1,57
"Alyrica Networks, Inc.",70,40,5,41039002301,Lane,Oregon,northwest,44.1059908,-123.1114763,1,63
"Alyrica Networks, Inc.",70,40,5,41039002302,Lane,Oregon,northwest,44.1231867,-123.1222792,1,100
"Alyrica Networks, Inc.",70,40,5,41039002401,Lane,Oregon,northwest,44.1233896,-123.1627025,1,107
"Alyrica Networks, Inc.",70,40,5,41039002403,Lane,Oregon,northwest,44.1080645,-123.1614455,1,53
"Alyrica Networks, Inc.",70,40,5,41039002404,Lane,Oregon,northwest,44.1054553,-123.1390341,1,35
"Alyrica Networks, Inc.",70,40,5,41039002501,Lane,Oregon,northwest,44.0984865,-123.190048,1,52
"Alyrica Networks, Inc.",70,40,5,41039002503,Lane,Oregon,northwest,44.0774494,-123.1907336,1,27
"Alyrica Networks, Inc.",70,40,5,41039002504,Lane,Oregon,northwest,44.0594465,-123.1904634,1,42
"Alyrica Networks, Inc.",70,40,5,41039002600,Lane,Oregon,northwest,44.0842744,-123.1620817,1,9
"Alyrica Networks, Inc.",70,40,5,41039002700,Lane,Oregon,northwest,44.0903082,-123.1441946,1,22
"Alyrica Networks, Inc.",70,40,5,41039002800,Lane,Oregon,northwest,44.0898912,-123.1259335,1,9
"Alyrica Networks, Inc.",70,40,5,41039002903,Lane,Oregon,northwest,44.0837949,-123.0952718,1,19
"Alyrica Networks, Inc.",70,40,5,41039002904,Lane,Oregon,northwest,44.08398,-123.1098358,1,10
"Alyrica Networks, Inc.",70,40,5,41039003000,Lane,Oregon,northwest,44.0702536,-123.0871525,1,1
"Alyrica Networks, Inc.",70,40,5,41039004100,Lane,Oregon,northwest,44.0746424,-123.124999,1,19
"Alyrica Networks, Inc.",70,40,5,41039004300,Lane,Oregon,northwest,44.0604924,-123.1530141,1,7
"Alyrica Networks, Inc.",70,40,5,41041951700,Lincoln,Oregon,northwest,44.3568484,-123.9088744,1,12
"Alyrica Networks, Inc.",70,40,5,41041951800,Lincoln,Oregon,northwest,44.6422289,-123.7629514,1,50
"Alyrica Networks, Inc.",70,40,5,41043020100,Linn,Oregon,northwest,44.6652991,-123.0495961,1,404
"Alyrica Networks, Inc.",70,40,5,41043020200,Linn,Oregon,northwest,44.5755943,-123.1022369,1,46
"Alyrica Networks, Inc.",70,40,5,41043020300,Linn,Oregon,northwest,44.6164947,-123.1209233,1,193
"Alyrica Networks, Inc.",70,40,5,41043020400,Linn,Oregon,northwest,44.6386656,-123.0903114,1,224
"Alyrica Networks, Inc.",70,40,5,41043020500,Linn,Oregon,northwest,44.6298928,-123.071129,1,73
"Alyrica Networks, Inc.",70,40,5,41043020600,Linn,Oregon,northwest,44.6069151,-123.0716224,1,104
"Alyrica Networks, Inc.",70,40,5,41043020700,Linn,Oregon,northwest,44.6007089,-123.095622,1,70
"Alyrica Networks, Inc.",70,40,5,41043020801,Linn,Oregon,northwest,44.6287416,-123.094375,1,53
"Alyrica Networks, Inc.",70,40,5,41043020802,Linn,Oregon,northwest,44.6182239,-123.0991107,1,55
"Alyrica Networks, Inc.",70,40,5,41043030100,Linn,Oregon,northwest,44.645555,-122.8695335,1,374
"Alyrica Networks, Inc.",70,40,5,41043030200,Linn,Oregon,northwest,44.687458,-122.474967,1,169
"Alyrica Networks, Inc.",70,40,5,41043030300,Linn,Oregon,northwest,44.4389403,-122.2765514,1,686
"Alyrica Networks, Inc.",70,40,5,41043030401,Linn,Oregon,northwest,44.4114162,-122.7679233,1,202
"Alyrica Networks, Inc.",70,40,5,41043030402,Linn,Oregon,northwest,44.3814597,-122.6847866,1,252
"Alyrica Networks, Inc.",70,40,5,41043030500,Linn,Oregon,northwest,44.3270695,-122.9597261,1,303
"Alyrica Networks, Inc.",70,40,5,41043030600,Linn,Oregon,northwest,44.3684924,-123.1481193,1,450
"Alyrica Networks, Inc.",70,40,5,41043030700,Linn,Oregon,northwest,44.5495616,-123.1341644,1,183
"Alyrica Networks, Inc.",70,40,5,41043030800,Linn,Oregon,northwest,44.5644034,-122.9495859,1,304
"Alyrica Networks, Inc.",70,40,5,41043030902,Linn,Oregon,northwest,44.4986331,-122.8685977,1,259
"Alyrica Networks, Inc.",70,40,5,41043030903,Linn,Oregon,northwest,44.5146909,-122.9075594,1,173
"Alyrica Networks, Inc.",70,40,5,41043030904,Linn,Oregon,northwest,44.5188418,-122.8876647,1,140
"Alyrica Networks, Inc.",70,40,5,41047000200,Marion,Oregon,northwest,44.9421179,-123.0350176,1,184
"Alyrica Networks, Inc.",70,40,5,41047000300,Marion,Oregon,northwest,44.9571998,-123.0267274,1,154
"Alyrica Networks, Inc.",70,40,5,41047000400,Marion,Oregon,northwest,44.9740153,-123.0149973,1,130
"Alyrica Networks, Inc.",70,40,5,41047000501,Marion,Oregon,northwest,44.9597364,-123.0011733,1,50
"Alyrica Networks, Inc.",70,40,5,41047000502,Marion,Oregon,northwest,44.9714662,-122.9989272,1,44
"Alyrica Networks, Inc.",70,40,5,41047000600,Marion,Oregon,northwest,44.9468291,-123.0136613,1,93
"Alyrica Networks, Inc.",70,40,5,41047000701,Marion,Oregon,northwest,44.9404879,-122.9989164,1,97
"Alyrica Networks, Inc.",70,40,5,41047000900,Marion,Oregon,northwest,44.9328699,-123.0184558,1,141
"Alyrica Networks, Inc.",70,40,5,41047001000,Marion,Oregon,northwest,44.9074891,-123.0009125,1,183
"Alyrica Networks, Inc.",70,40,5,41047001100,Marion,Oregon,northwest,44.9056579,-123.0337955,1,64
"Alyrica Networks, Inc.",70,40,5,41047001200,Marion,Oregon,northwest,44.922411,-123.0378279,1,121
"Alyrica Networks, Inc.",70,40,5,41047001300,Marion,Oregon,northwest,44.9317322,-123.0584318,1,112
"Alyrica Networks, Inc.",70,40,5,41047001401,Marion,Oregon,northwest,45.0054159,-123.0500275,1,93
"Alyrica Networks, Inc.",70,40,5,41047001402,Marion,Oregon,northwest,44.989212,-123.0355217,1,88
"Alyrica Networks, Inc.",70,40,5,41047001501,Marion,Oregon,northwest,45.0094468,-123.0090264,1,42
"Alyrica Networks, Inc.",70,40,5,41047001502,Marion,Oregon,northwest,44.997677,-123.0106023,1,62
"Alyrica Networks, Inc.",70,40,5,41047001503,Marion,Oregon,northwest,44.9853452,-123.0183209,1,56
"Alyrica Networks, Inc.",70,40,5,41047001601,Marion,Oregon,northwest,44.9906704,-122.9807571,1,116
"Alyrica Networks, Inc.",70,40,5,41047001602,Marion,Oregon,northwest,44.9767912,-122.9793179,1,76
"Alyrica Networks, Inc.",70,40,5,41047001603,Marion,Oregon,northwest,44.9750223,-122.9473037,1,88
"Alyrica Networks, Inc.",70,40,5,41047001604,Marion,Oregon,northwest,44.9617311,-122.9776073,1,95
"Alyrica Networks, Inc.",70,40,5,41047001701,Marion,Oregon,northwest,44.9425581,-122.983338,1,77
"Alyrica Networks, Inc.",70,40,5,41047001702,Marion,Oregon,northwest,44.9471127,-122.9712764,1,55
"Alyrica Networks, Inc.",70,40,5,41047001703,Marion,Oregon,northwest,44.9422037,-122.9494981,1,60
"Alyrica Networks, Inc.",70,40,5,41047001801,Marion,Oregon,northwest,44.9241696,-122.9783893,1,84
"Alyrica Networks, Inc.",70,40,5,41047001802,Marion,Oregon,northwest,44.9170797,-122.9511972,1,99
"Alyrica Networks, Inc.",70,40,5,41047001803,Marion,Oregon,northwest,44.8891497,-122.9698499,1,109
"Alyrica Networks, Inc.",70,40,5,41047002000,Marion,Oregon,northwest,44.8787946,-123.0167502,1,134
"Alyrica Networks, Inc.",70,40,5,41047002101,Marion,Oregon,northwest,44.9028726,-123.0464597,1,23
"Alyrica Networks, Inc.",70,40,5,41047002102,Marion,Oregon,northwest,44.8898693,-123.0463466,1,76
"Alyrica Networks, Inc.",70,40,5,41047002201,Marion,Oregon,northwest,44.9086203,-123.0585535,1,38
"Alyrica Networks, Inc.",70,40,5,41047002202,Marion,Oregon,northwest,44.8940801,-123.0673493,1,78
"Alyrica Networks, Inc.",70,40,5,41047002301,Marion,Oregon,northwest,44.8705304,-123.0720776,1,24
"Alyrica Networks, Inc.",70,40,5,41047002303,Marion,Oregon,northwest,44.8772785,-123.0449984,1,61
"Alyrica Networks, Inc.",70,40,5,41047002304,Marion,Oregon,northwest,44.8639747,-123.0408709,1,68
"Alyrica Networks, Inc.",70,40,5,41047002400,Marion,Oregon,northwest,44.8775312,-123.1128075,1,148
"Alyrica Networks, Inc.",70,40,5,41047002501,Marion,Oregon,northwest,45.0248744,-123.0147415,1,93
"Alyrica Networks, Inc.",70,40,5,41047002502,Marion,Oregon,northwest,45.0617983,-122.9737504,1,251
"Alyrica Networks, Inc.",70,40,5,41047002600,Marion,Oregon,northwest,45.0000523,-122.882786,1,142
"Alyrica Networks, Inc.",70,40,5,41047002700,Marion,Oregon,northwest,44.8740495,-122.9225194,1,292
"Alyrica Networks, Inc.",70,40,5,41047002800,Marion,Oregon,northwest,44.8429038,-123.0947509,1,125
"Alyrica Networks, Inc.",70,40,5,41047010100,Marion,Oregon,northwest,45.2029128,-122.9554028,1,56
"Alyrica Networks, Inc.",70,40,5,41047010201,Marion,Oregon,northwest,45.2274885,-122.8471998,1,93
"Alyrica Networks, Inc.",70,40,5,41047010202,Marion,Oregon,northwest,45.1965838,-122.7958359,1,242
"Alyrica Networks, Inc.",70,40,5,41047010303,Marion,Oregon,northwest,45.1249943,-122.9025747,1,220
"Alyrica Networks, Inc.",70,40,5,41047010304,Marion,Oregon,northwest,45.1348533,-122.854985,1,76
"Alyrica Networks, Inc.",70,40,5,41047010305,Marion,Oregon,northwest,45.1447966,-122.8164078,1,100
"Alyrica Networks, Inc.",70,40,5,41047010306,Marion,Oregon,northwest,45.1427721,-122.8731588,1,130
"Alyrica Networks, Inc.",70,40,5,41047010307,Marion,Oregon,northwest,45.158552,-122.8653225,1,154
"Alyrica Networks, Inc.",70,40,5,41047010400,Marion,Oregon,northwest,45.07787,-122.7846588,1,238
"Alyrica Networks, Inc.",70,40,5,41047010501,Marion,Oregon,northwest,44.9354903,-122.6147234,1,83
"Alyrica Networks, Inc.",70,40,5,41047010502,Marion,Oregon,northwest,45.0036839,-122.7754505,1,100
"Alyrica Networks, Inc.",70,40,5,41047010503,Marion,Oregon,northwest,44.9353118,-122.7764678,1,241
"Alyrica Networks, Inc.",70,40,5,41047010701,Marion,Oregon,northwest,44.8051017,-122.7982897,1,242
"Alyrica Networks, Inc.",70,40,5,41047010702,Marion,Oregon,northwest,44.8401455,-122.7459612,1,286
"Alyrica Networks, Inc.",70,40,5,41047010801,Marion,Oregon,northwest,44.7768425,-122.9280424,1,243
"Alyrica Networks, Inc.",70,40,5,41047010802,Marion,Oregon,northwest,44.7610847,-123.0438741,1,244
"Alyrica Networks, Inc.",70,40,5,41053005100,Polk,Oregon,northwest,44.9448011,-123.0570104,1,52
"Alyrica Networks, Inc.",70,40,5,41053005201,Polk,Oregon,northwest,44.9394176,-123.0802018,1,106
"Alyrica Networks, Inc.",70,40,5,41053005202,Polk,Oregon,northwest,44.9607567,-123.0563439,1,108
"Alyrica Networks, Inc.",70,40,5,41053005300,Polk,Oregon,northwest,44.9974799,-123.1417668,1,297
"Alyrica Networks, Inc.",70,40,5,41053020202,Polk,Oregon,northwest,44.9228566,-123.2660672,1,136
"Alyrica Networks, Inc.",70,40,5,41053020203,Polk,Oregon,northwest,44.918506,-123.3088865,1,85
"Alyrica Networks, Inc.",70,40,5,41053020204,Polk,Oregon,northwest,44.8870362,-123.3367299,1,122
"Alyrica Networks, Inc.",70,40,5,41053020302,Polk,Oregon,northwest,44.7954486,-123.2452024,1,298
"Alyrica Networks, Inc.",70,40,5,41053020303,Polk,Oregon,northwest,44.8755044,-123.2143122,1,70
"Alyrica Networks, Inc.",70,40,5,41053020304,Polk,Oregon,northwest,44.8490141,-123.2263058,1,145
"Alyrica Networks, Inc.",70,40,5,41053020400,Polk,Oregon,northwest,44.8909959,-123.5621229,1,416
"Alyrica Networks, Inc.",70,40,5,41053020500,Polk,Oregon,northwest,45.0027841,-123.3092456,1,245
"Alyrica Networks, Inc.",70,40,5,41071030501,Yamhill,Oregon,northwest,45.1878958,-123.3841287,1,32
"Alyrica Networks, Inc.",70,40,5,41071030900,Yamhill,Oregon,northwest,45.1664441,-123.0647432,1,26
"Alyrica Networks, Inc.",70,40,5,41071031000,Yamhill,Oregon,northwest,45.1263436,-123.1708423,1,67
Azure Standard,70,6,2,41055950100,Sherman,Oregon,east,45.3992158,-120.6785124,1,2
Azure Standard,70,25,10,41055950100,Sherman,Oregon,east,45.3992158,-120.6785124,1,14
Azure Standard,70,40,10,41055950100,Sherman,Oregon,east,45.3992158,-120.6785124,1,1
Beavercreek Cooperative Telephone Company,11,15,1,41005022302,Clackamas,Oregon,northwest,45.344733,-122.5528935,1,1
Beavercreek Cooperative Telephone Company,11,15,1,41005022603,Clackamas,Oregon,northwest,45.3192246,-122.5698152,1,29
Beavercreek Cooperative Telephone Company,11,15,1,41005022605,Clackamas,Oregon,northwest,45.3209006,-122.5906136,1,23
Beavercreek Cooperative Telephone Company,11,15,1,41005022606,Clackamas,Oregon,northwest,45.321189,-122.6146613,1,12
Beavercreek Cooperative Telephone Company,11,15,1,41005023001,Clackamas,Oregon,northwest,45.3054215,-122.5185592,1,30
Beavercreek Cooperative Telephone Company,11,15,1,41005023002,Clackamas,Oregon,northwest,45.2821561,-122.5571133,1,32
Beavercreek Cooperative Telephone Company,11,15,1,41005023600,Clackamas,Oregon,northwest,45.2470661,-122.3787744,1,21
Beavercreek Cooperative Telephone Company,11,15,1,41005023700,Clackamas,Oregon,northwest,45.2287696,-122.5466997,1,64
Beavercreek Cooperative Telephone Company,11,15,1,41005023800,Clackamas,Oregon,northwest,45.161249,-122.686388,1,1
Beavercreek Cooperative Telephone Company,11,15,1,41005024100,Clackamas,Oregon,northwest,45.1496022,-122.4008078,1,8
Beavercreek Cooperative Telephone Company,40,100,5,41005022302,Clackamas,Oregon,northwest,45.344733,-122.5528935,1,1
Beavercreek Cooperative Telephone Company,40,100,5,41005022603,Clackamas,Oregon,northwest,45.3192246,-122.5698152,1,1
Beavercreek Cooperative Telephone Company,40,100,5,41005023001,Clackamas,Oregon,northwest,45.3054215,-122.5185592,1,21
Beavercreek Cooperative Telephone Company,40,100,5,41005023002,Clackamas,Oregon,northwest,45.2821561,-122.5571133,1,31
Beavercreek Cooperative Telephone Company,40,100,5,41005023600,Clackamas,Oregon,northwest,45.2470661,-122.3787744,1,27
Beavercreek Cooperative Telephone Company,40,100,5,41005023700,Clackamas,Oregon,northwest,45.2287696,-122.5466997,1,48
Beavercreek Cooperative Telephone Company,40,100,5,41005024100,Clackamas,Oregon,northwest,45.1496022,-122.4008078,1,9
Beavercreek Cooperative Telephone Company,50,20,5,41005022302,Clackamas,Oregon,northwest,45.344733,-122.5528935,1,7
Beavercreek Cooperative Telephone Company,50,20,5,41005022603,Clackamas,Oregon,northwest,45.3192246,-122.5698152,1,2
Beavercreek Cooperative Telephone Company,50,20,5,41005022605,Clackamas,Oregon,northwest,45.3209006,-122.5906136,1,2
Beavercreek Cooperative Telephone Company,50,20,5,41005022606,Clackamas,Oregon,northwest,45.321189,-122.6146613,1,1
BendBroadband,42,100,10,41013950100,Crook,Oregon,east,44.3795403,-120.4906438,1,160
BendBroadband,42,100,10,41013950200,Crook,Oregon,east,44.4326624,-120.8607586,1,85
BendBroadband,42,100,10,41013950300,Crook,Oregon,east,44.2548179,-121.0027652,1,115
BendBroadband,42,100,10,41013950400,Crook,Oregon,east,44.0510344,-120.2406275,1,20
BendBroadband,42,100,10,41017000200,Deschutes,Oregon,east,43.7157089,-121.7340076,1,156
BendBroadband,42,100,10,41017000300,Deschutes,Oregon,east,43.7809459,-121.4721612,1,161
BendBroadband,42,100,10,41017000700,Deschutes,Oregon,east,44.3427157,-121.1830055,1,1
BendBroadband,42,100,10,41031960100,Jefferson,Oregon,east,44.6478076,-120.8209049,1,12
BendBroadband,42,100,10,41031960201,Jefferson,Oregon,east,44.6169519,-121.1442998,1,104
BendBroadband,42,100,10,41031960202,Jefferson,Oregon,east,44.640213,-121.1032088,1,193
BendBroadband,42,100,10,41031960301,Jefferson,Oregon,east,44.4562538,-121.2824573,1,43
BendBroadband,42,100,10,41031960302,Jefferson,Oregon,east,44.5140953,-121.5025649,1,141
BendBroadband,42,600,20,41011000200,Coos,Oregon,southwest,43.3620268,-123.9659307,1,1
BendBroadband,42,600,20,41011000400,Coos,Oregon,southwest,43.4102325,-124.2396914,1,6
BendBroadband,42,600,20,41013950100,Crook,Oregon,east,44.3795403,-120.4906438,1,9
BendBroadband,42,600,20,41013950200,Crook,Oregon,east,44.4326624,-120.8607586,1,1
BendBroadband,42,600,20,41013950300,Crook,Oregon,east,44.2548179,-121.0027652,1,7
BendBroadband,42,600,20,41013950400,Crook,Oregon,east,44.0510344,-120.2406275,1,2
BendBroadband,42,600,20,41017000100,Deschutes,Oregon,east,43.7611386,-120.8356595,1,23
BendBroadband,42,600,20,41017000200,Deschutes,Oregon,east,43.7157089,-121.7340076,1,15
BendBroadband,42,600,20,41017000300,Deschutes,Oregon,east,43.7809459,-121.4721612,1,31
BendBroadband,42,600,20,41017000401,Deschutes,Oregon,east,43.931083,-121.3746305,1,63
BendBroadband,42,600,20,41017000402,Deschutes,Oregon,east,43.8848952,-121.4599091,1,171
BendBroadband,42,600,20,41017000500,Deschutes,Oregon,east,44.097019,-121.703073,1,252
BendBroadband,42,600,20,41017000600,Deschutes,Oregon,east,44.2658984,-121.3671284,1,134
BendBroadband,42,600,20,41017000700,Deschutes,Oregon,east,44.3427157,-121.1830055,1,170
BendBroadband,42,600,20,41017000800,Deschutes,Oregon,east,44.2932673,-121.1831678,1,198
BendBroadband,42,600,20,41017000900,Deschutes,Oregon,east,44.2573989,-121.1668598,1,177
BendBroadband,42,600,20,41017001001,Deschutes,Oregon,east,44.2438244,-121.186558,1,295
BendBroadband,42,600,20,41017001002,Deschutes,Oregon,east,44.184015,-121.2092383,1,52
BendBroadband,42,600,20,41017001100,Deschutes,Oregon,east,44.1189486,-121.312798,1,229
BendBroadband,42,600,20,41017001200,Deschutes,Oregon,east,44.1011629,-121.1197467,1,107
BendBroadband,42,600,20,41017001300,Deschutes,Oregon,east,44.0708067,-121.3454139,1,238
BendBroadband,42,600,20,41017001400,Deschutes,Oregon,east,44.0425834,-121.3494932,1,151
BendBroadband,42,600,20,41017001500,Deschutes,Oregon,east,44.0469362,-121.3074409,1,190
BendBroadband,42,600,20,41017001600,Deschutes,Oregon,east,44.0671436,-121.2998537,1,167
BendBroadband,42,600,20,41017001700,Deschutes,Oregon,east,44.0736023,-121.2714671,1,96
BendBroadband,42,600,20,41017001800,Deschutes,Oregon,east,44.0520837,-121.279649,1,93
BendBroadband,42,600,20,41017001901,Deschutes,Oregon,east,44.0261591,-121.2182389,1,28
BendBroadband,42,600,20,41017001902,Deschutes,Oregon,east,44.0245156,-121.2613939,1,125
BendBroadband,42,600,20,41017002000,Deschutes,Oregon,east,44.0138812,-121.3015376,1,122
BendBroadband,42,600,20,41017002100,Deschutes,Oregon,east,44.0161093,-121.3403858,1,192
BendBroadband,42,600,20,41031960100,Jefferson,Oregon,east,44.6478076,-120.8209049,1,2
BendBroadband,42,600,20,41031960201,Jefferson,Oregon,east,44.6169519,-121.1442998,1,3
BendBroadband,42,600,20,41031960202,Jefferson,Oregon,east,44.640213,-121.1032088,1,11
BendBroadband,42,600,20,41031960301,Jefferson,Oregon,east,44.4562538,-121.2824573,1,4
BendBroadband,42,600,20,41031960302,Jefferson,Oregon,east,44.5140953,-121.5025649,1,2
BendBroadband,50,600,20,41017000300,Deschutes,Oregon,east,43.7809459,-121.4721612,1,6
BendBroadband,50,600,20,41017000402,Deschutes,Oregon,east,43.8848952,-121.4599091,1,1
BendBroadband,50,600,20,41017000500,Deschutes,Oregon,east,44.097019,-121.703073,1,15
BendBroadband,50,600,20,41017000600,Deschutes,Oregon,east,44.2658984,-121.3671284,1,7
BendBroadband,50,600,20,41017000700,Deschutes,Oregon,east,44.3427157,-121.1830055,1,13
BendBroadband,50,600,20,41017000800,Deschutes,Oregon,east,44.2932673,-121.1831678,1,4
BendBroadband,50,600,20,41017001001,Deschutes,Oregon,east,44.2438244,-121.186558,1,39
BendBroadband,50,600,20,41017001002,Deschutes,Oregon,east,44.184015,-121.2092383,1,1
BendBroadband,50,600,20,41017001100,Deschutes,Oregon,east,44.1189486,-121.312798,1,8
BendBroadband,50,600,20,41017001200,Deschutes,Oregon,east,44.1011629,-121.1197467,1,7
BendBroadband,50,600,20,41017001300,Deschutes,Oregon,east,44.0708067,-121.3454139,1,14
BendBroadband,50,600,20,41017001400,Deschutes,Oregon,east,44.0425834,-121.3494932,1,8
BendBroadband,50,600,20,41017001500,Deschutes,Oregon,east,44.0469362,-121.3074409,1,2
